,PID,POIs,LATITUDE,LONGITUDE,IN-TIME1,IN-TIME2,OUT-TIME1,OUT-TIME2,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,geometry_place,Zone_Name,Shape_Leng,Shape_Le_1,Shape_Area,geometry_zone,city
0,POI1,AMBER PALACE,26.9854865,75.8513454,10:00,18:30,17:00,21:15,History and Culture,Museum,Local Experiences,Scenic,Adventure,POINT (75.8513454 26.9854865),AMER ANSIK,20062.7562785,0.169816299606,0.00171108941235,"POLYGON ((75.88070615600003 26.95446959600002, 75.88058254000003 26.95449840400005, 75.87885352200004 26.95492452600007, 75.87751872200005 26.95523923300004, 75.87686680400003 26.95543393400004, 75.87579854000006 26.95582867300004, 75.87494268800003 26.95618123300005, 75.87397276100006 26.95652087900004, 75.87360922600004 26.95667292600007, 75.87279569400005 26.95660306500002, 75.87117680600005 26.95653817800007, 75.86998328600004 26.95645703100007, 75.86908613100007 26.95638085700006, 75.86841732500005 26.95635774100003, 75.86777817800004 26.95623911600006, 75.86677408400004 26.95608868900007, 75.86538183500005 26.95585212100008, 75.86468940700007 26.95572019200006, 75.86435552700004 26.95577670900008, 75.86280918100005 26.95625598500004, 75.86189999500004 26.95659517600006, 75.86136965500003 26.95679587300003, 75.86069330100008 26.95677957500004, 75.85981940600004 26.95676447800003, 75.85908950600003 26.95670083900006, 75.85865689900004 26.95676475300007, 75.85797439200007 26.95693912700006, 75.85653401000008 26.95737002800007, 75.85518525300006 26.95786164000003, 75.85382857900004 26.95831243400005, 75.85295662000004 26.95855601900007, 75.85215262900005 26.95874471800005, 75.85149268700007 26.95889168900004, 75.85070378400007 26.95906667100007, 75.85024877800004 26.95918516500006, 75.84929970100006 26.95927939900002, 75.84836551300003 26.95933268300007, 75.84753759100005 26.95937170500002, 75.84721893700004 26.95943490000008, 75.84664261200004 26.95958815500006, 75.84576297900009 26.95982493400004, 75.84442862700007 26.96022103200005, 75.84426174900005 26.96030719300006, 75.84364142800007 26.96062746500007, 75.84279313400003 26.96099340600006, 75.84248323600008 26.96223446500005, 75.84144583100004 26.96271727700002, 75.83974994900007 26.96355125600007, 75.83918969800004 26.96382694400006, 75.83788179000004 26.96369854500006, 75.83627765300008 26.96358550800005, 75.83373798300005 26.96334862100002, 75.83346022600006 26.96326289000007, 75.83343998700008 26.96357614100003, 75.83390569900007 26.96561942100004, 75.83445358200004 26.96861792600004, 75.83535853600006 26.97317575500006, 75.83637141800006 26.97809637500006, 75.83682810000005 26.98093387400007, 75.83768510000004 26.98507468100007, 75.83851670800004 26.98983482200003, 75.83908641100004 26.99289160700005, 75.83926980500007 26.99389990900005, 75.83951617500003 26.99506541900007, 75.83957182300003 26.99551654600003, 75.83979368000007 26.99594112800003, 75.84001598000003 26.99642533300005, 75.84108656700005 26.99717705500007, 75.84186116700005 26.99776443600007, 75.84235818200005 26.99810644700005, 75.84303257200008 26.99864331100002, 75.84370696800005 26.99918017200002, 75.84421382200003 26.99956470800004, 75.84451021500007 26.99978014300007, 75.84489234700004 27.00001635800004, 75.84548440600008 27.00034927000007, 75.84678825600008 27.00112936000005, 75.84769549300006 27.00164350600005, 75.84865529200005 27.00219140100006, 75.84952929700006 27.00270999500003, 75.85031740700003 27.00318651000003, 75.85088874800005 27.00328953500008, 75.85270285000007 27.00362780700004, 75.85429282300004 27.00387797300004, 75.85529285200005 27.00408059800003, 75.85632131600005 27.00427026400007, 75.85707819300006 27.00438491400007, 75.85723473700006 27.00433711200003, 75.85807765000004 27.00388478200006, 75.85928063700004 27.00326415000006, 75.86040307600007 27.00268233000003, 75.86102347900004 27.00235911300007, 75.86142054800007 27.00205429400006, 75.86246413100008 27.00111092300006, 75.86274725000004 27.00082809400004, 75.86353645000008 27.00019718200008, 75.86456589800008 26.99927517800006, 75.86499495700008 26.99880405200003, 75.86518906800006 26.99869638400003, 75.86572460700006 26.99847162500004, 75.86691430800005 26.99799155800002, 75.86749735000006 26.99776224000004, 75.86785280800007 26.99761524500008, 75.86811396400003 26.99757104500003, 75.86892648100007 26.99750641000003, 75.86986234600005 26.99740693600006, 75.87054174300005 26.99734311400005, 75.87152029400005 26.99723058900003, 75.87264596000006 26.99708307300006, 75.87349138900004 26.99697135900004, 75.87396169400006 26.99692159300002, 75.87473128200008 26.99684015400004, 75.87549529200004 26.99665227100007, 75.87655805200006 26.99636456800005, 75.87734562800006 26.99615097400005, 75.87730075800005 26.99588293500005, 75.87708123700008 26.99516452800003, 75.87696429500005 26.99418568200002, 75.87682777700007 26.99313455400005, 75.87670575600004 26.99211314900003, 75.87670664700005 26.99161483700004, 75.87691169000004 26.98985458500005, 75.87702215000007 26.98877210600006, 75.87715733300007 26.98781298500006, 75.87715855400006 26.98735726200005, 75.87698698600008 26.98668966300005, 75.87713210700008 26.98639914700004, 75.87731050300005 26.98610842300008, 75.87723734800005 26.98587037200008, 75.87722605700003 26.98564045600006, 75.87722529800004 26.98554250300003, 75.87731027000007 26.98546531100004, 75.87744793000007 26.98543890100007, 75.87760463800004 26.98541663000003, 75.87768452600005 26.98529688000008, 75.87764497600006 26.98510121000004, 75.87743257500006 26.98468514800004, 75.87734902100004 26.98433217000007, 75.87727441300007 26.98390673200004, 75.87715745200006 26.98353692500007, 75.87684803500008 26.98287018300005, 75.87651805900003 26.98200339400006, 75.87638974800007 26.98139515200006, 75.87634901400008 26.98104616400008, 75.87641216600008 26.98060709200007, 75.87655140600003 26.98017180600004, 75.87662155300006 26.98002230300006, 75.87701589500006 26.97938099700008, 75.87714212600008 26.97910763200002, 75.87731555900007 26.97817808500002, 75.87741326700007 26.97790489900007, 75.87762838800006 26.97744784400004, 75.87788061100008 26.97687130500003, 75.87795689100005 26.97628734200003, 75.87787139300008 26.97568309300004, 75.87773166100004 26.97482789800006, 75.87758912600003 26.97422400300007, 75.87745398700008 26.97396078500003, 75.87719463900004 26.97361741700007, 75.87682999500004 26.97318100500007, 75.87678975900008 26.97289590000003, 75.87702897000008 26.97248128700005, 75.87706531300006 26.97226385000005, 75.87684191500006 26.97165193800004, 75.87660099200008 26.97123179300007, 75.87633333800005 26.97042850000003, 75.87628788900008 26.97008380000005, 75.87628020100004 26.96970479400005, 75.87638219700005 26.96937195500004, 75.87680921600008 26.96865804200007, 75.87693599700003 26.96845707900007, 75.87707617800004 26.96814529700004, 75.87717856600005 26.96786356400003, 75.87722051800006 26.96775682800006, 75.87730547700005 26.96767963600007, 75.87746169800005 26.96759774200007, 75.87773664400004 26.96750233100005, 75.87789296400007 26.96743321400004, 75.87807684300003 26.96724041200002, 75.87815024800005 26.96689923300005, 75.87853489300005 26.96562764400005, 75.87878048100004 26.96481263900006, 75.87901656200006 26.96399769100003, 75.87915223500005 26.96310670800005, 75.87921669000008 26.96283798600007, 75.87928114600004 26.96256926500007, 75.87944009300008 26.96222755000002, 75.87975419200006 26.96166765800007, 75.88000003000008 26.96088672000008, 75.88006401800004 26.96055837400007, 75.88014440200004 26.95989346300007, 75.88013778200008 26.95904169700003, 75.88012387500004 26.95847533100005, 75.88021498800003 26.95796793800002, 75.88036565500005 26.95744526500005, 75.88071954000003 26.95623159600007, 75.88074756500004 26.95548940200007, 75.88070615600003 26.95446959600002))",Jaipur
1,POI13,ANOKHI MUSEUM OF HAND PRINTING,26.99271,75.850776,10:30,-,17:00,-,Museum,History and Culture,Scenic,-,-,POINT (75.850776 26.99271),AMER ANSIK,20062.7562785,0.169816299606,0.00171108941235,"POLYGON ((75.88070615600003 26.95446959600002, 75.88058254000003 26.95449840400005, 75.87885352200004 26.95492452600007, 75.87751872200005 26.95523923300004, 75.87686680400003 26.95543393400004, 75.87579854000006 26.95582867300004, 75.87494268800003 26.95618123300005, 75.87397276100006 26.95652087900004, 75.87360922600004 26.95667292600007, 75.87279569400005 26.95660306500002, 75.87117680600005 26.95653817800007, 75.86998328600004 26.95645703100007, 75.86908613100007 26.95638085700006, 75.86841732500005 26.95635774100003, 75.86777817800004 26.95623911600006, 75.86677408400004 26.95608868900007, 75.86538183500005 26.95585212100008, 75.86468940700007 26.95572019200006, 75.86435552700004 26.95577670900008, 75.86280918100005 26.95625598500004, 75.86189999500004 26.95659517600006, 75.86136965500003 26.95679587300003, 75.86069330100008 26.95677957500004, 75.85981940600004 26.95676447800003, 75.85908950600003 26.95670083900006, 75.85865689900004 26.95676475300007, 75.85797439200007 26.95693912700006, 75.85653401000008 26.95737002800007, 75.85518525300006 26.95786164000003, 75.85382857900004 26.95831243400005, 75.85295662000004 26.95855601900007, 75.85215262900005 26.95874471800005, 75.85149268700007 26.95889168900004, 75.85070378400007 26.95906667100007, 75.85024877800004 26.95918516500006, 75.84929970100006 26.95927939900002, 75.84836551300003 26.95933268300007, 75.84753759100005 26.95937170500002, 75.84721893700004 26.95943490000008, 75.84664261200004 26.95958815500006, 75.84576297900009 26.95982493400004, 75.84442862700007 26.96022103200005, 75.84426174900005 26.96030719300006, 75.84364142800007 26.96062746500007, 75.84279313400003 26.96099340600006, 75.84248323600008 26.96223446500005, 75.84144583100004 26.96271727700002, 75.83974994900007 26.96355125600007, 75.83918969800004 26.96382694400006, 75.83788179000004 26.96369854500006, 75.83627765300008 26.96358550800005, 75.83373798300005 26.96334862100002, 75.83346022600006 26.96326289000007, 75.83343998700008 26.96357614100003, 75.83390569900007 26.96561942100004, 75.83445358200004 26.96861792600004, 75.83535853600006 26.97317575500006, 75.83637141800006 26.97809637500006, 75.83682810000005 26.98093387400007, 75.83768510000004 26.98507468100007, 75.83851670800004 26.98983482200003, 75.83908641100004 26.99289160700005, 75.83926980500007 26.99389990900005, 75.83951617500003 26.99506541900007, 75.83957182300003 26.99551654600003, 75.83979368000007 26.99594112800003, 75.84001598000003 26.99642533300005, 75.84108656700005 26.99717705500007, 75.84186116700005 26.99776443600007, 75.84235818200005 26.99810644700005, 75.84303257200008 26.99864331100002, 75.84370696800005 26.99918017200002, 75.84421382200003 26.99956470800004, 75.84451021500007 26.99978014300007, 75.84489234700004 27.00001635800004, 75.84548440600008 27.00034927000007, 75.84678825600008 27.00112936000005, 75.84769549300006 27.00164350600005, 75.84865529200005 27.00219140100006, 75.84952929700006 27.00270999500003, 75.85031740700003 27.00318651000003, 75.85088874800005 27.00328953500008, 75.85270285000007 27.00362780700004, 75.85429282300004 27.00387797300004, 75.85529285200005 27.00408059800003, 75.85632131600005 27.00427026400007, 75.85707819300006 27.00438491400007, 75.85723473700006 27.00433711200003, 75.85807765000004 27.00388478200006, 75.85928063700004 27.00326415000006, 75.86040307600007 27.00268233000003, 75.86102347900004 27.00235911300007, 75.86142054800007 27.00205429400006, 75.86246413100008 27.00111092300006, 75.86274725000004 27.00082809400004, 75.86353645000008 27.00019718200008, 75.86456589800008 26.99927517800006, 75.86499495700008 26.99880405200003, 75.86518906800006 26.99869638400003, 75.86572460700006 26.99847162500004, 75.86691430800005 26.99799155800002, 75.86749735000006 26.99776224000004, 75.86785280800007 26.99761524500008, 75.86811396400003 26.99757104500003, 75.86892648100007 26.99750641000003, 75.86986234600005 26.99740693600006, 75.87054174300005 26.99734311400005, 75.87152029400005 26.99723058900003, 75.87264596000006 26.99708307300006, 75.87349138900004 26.99697135900004, 75.87396169400006 26.99692159300002, 75.87473128200008 26.99684015400004, 75.87549529200004 26.99665227100007, 75.87655805200006 26.99636456800005, 75.87734562800006 26.99615097400005, 75.87730075800005 26.99588293500005, 75.87708123700008 26.99516452800003, 75.87696429500005 26.99418568200002, 75.87682777700007 26.99313455400005, 75.87670575600004 26.99211314900003, 75.87670664700005 26.99161483700004, 75.87691169000004 26.98985458500005, 75.87702215000007 26.98877210600006, 75.87715733300007 26.98781298500006, 75.87715855400006 26.98735726200005, 75.87698698600008 26.98668966300005, 75.87713210700008 26.98639914700004, 75.87731050300005 26.98610842300008, 75.87723734800005 26.98587037200008, 75.87722605700003 26.98564045600006, 75.87722529800004 26.98554250300003, 75.87731027000007 26.98546531100004, 75.87744793000007 26.98543890100007, 75.87760463800004 26.98541663000003, 75.87768452600005 26.98529688000008, 75.87764497600006 26.98510121000004, 75.87743257500006 26.98468514800004, 75.87734902100004 26.98433217000007, 75.87727441300007 26.98390673200004, 75.87715745200006 26.98353692500007, 75.87684803500008 26.98287018300005, 75.87651805900003 26.98200339400006, 75.87638974800007 26.98139515200006, 75.87634901400008 26.98104616400008, 75.87641216600008 26.98060709200007, 75.87655140600003 26.98017180600004, 75.87662155300006 26.98002230300006, 75.87701589500006 26.97938099700008, 75.87714212600008 26.97910763200002, 75.87731555900007 26.97817808500002, 75.87741326700007 26.97790489900007, 75.87762838800006 26.97744784400004, 75.87788061100008 26.97687130500003, 75.87795689100005 26.97628734200003, 75.87787139300008 26.97568309300004, 75.87773166100004 26.97482789800006, 75.87758912600003 26.97422400300007, 75.87745398700008 26.97396078500003, 75.87719463900004 26.97361741700007, 75.87682999500004 26.97318100500007, 75.87678975900008 26.97289590000003, 75.87702897000008 26.97248128700005, 75.87706531300006 26.97226385000005, 75.87684191500006 26.97165193800004, 75.87660099200008 26.97123179300007, 75.87633333800005 26.97042850000003, 75.87628788900008 26.97008380000005, 75.87628020100004 26.96970479400005, 75.87638219700005 26.96937195500004, 75.87680921600008 26.96865804200007, 75.87693599700003 26.96845707900007, 75.87707617800004 26.96814529700004, 75.87717856600005 26.96786356400003, 75.87722051800006 26.96775682800006, 75.87730547700005 26.96767963600007, 75.87746169800005 26.96759774200007, 75.87773664400004 26.96750233100005, 75.87789296400007 26.96743321400004, 75.87807684300003 26.96724041200002, 75.87815024800005 26.96689923300005, 75.87853489300005 26.96562764400005, 75.87878048100004 26.96481263900006, 75.87901656200006 26.96399769100003, 75.87915223500005 26.96310670800005, 75.87921669000008 26.96283798600007, 75.87928114600004 26.96256926500007, 75.87944009300008 26.96222755000002, 75.87975419200006 26.96166765800007, 75.88000003000008 26.96088672000008, 75.88006401800004 26.96055837400007, 75.88014440200004 26.95989346300007, 75.88013778200008 26.95904169700003, 75.88012387500004 26.95847533100005, 75.88021498800003 26.95796793800002, 75.88036565500005 26.95744526500005, 75.88071954000003 26.95623159600007, 75.88074756500004 26.95548940200007, 75.88070615600003 26.95446959600002))",Jaipur
2,POI21,KANAK VRINDAVAN,26.9636218,75.8486341,8:00,-,17:00,-,Scenic,Adventure,-,-,Religious,POINT (75.8486341 26.9636218),AMER ANSIK,20062.7562785,0.169816299606,0.00171108941235,"POLYGON ((75.88070615600003 26.95446959600002, 75.88058254000003 26.95449840400005, 75.87885352200004 26.95492452600007, 75.87751872200005 26.95523923300004, 75.87686680400003 26.95543393400004, 75.87579854000006 26.95582867300004, 75.87494268800003 26.95618123300005, 75.87397276100006 26.95652087900004, 75.87360922600004 26.95667292600007, 75.87279569400005 26.95660306500002, 75.87117680600005 26.95653817800007, 75.86998328600004 26.95645703100007, 75.86908613100007 26.95638085700006, 75.86841732500005 26.95635774100003, 75.86777817800004 26.95623911600006, 75.86677408400004 26.95608868900007, 75.86538183500005 26.95585212100008, 75.86468940700007 26.95572019200006, 75.86435552700004 26.95577670900008, 75.86280918100005 26.95625598500004, 75.86189999500004 26.95659517600006, 75.86136965500003 26.95679587300003, 75.86069330100008 26.95677957500004, 75.85981940600004 26.95676447800003, 75.85908950600003 26.95670083900006, 75.85865689900004 26.95676475300007, 75.85797439200007 26.95693912700006, 75.85653401000008 26.95737002800007, 75.85518525300006 26.95786164000003, 75.85382857900004 26.95831243400005, 75.85295662000004 26.95855601900007, 75.85215262900005 26.95874471800005, 75.85149268700007 26.95889168900004, 75.85070378400007 26.95906667100007, 75.85024877800004 26.95918516500006, 75.84929970100006 26.95927939900002, 75.84836551300003 26.95933268300007, 75.84753759100005 26.95937170500002, 75.84721893700004 26.95943490000008, 75.84664261200004 26.95958815500006, 75.84576297900009 26.95982493400004, 75.84442862700007 26.96022103200005, 75.84426174900005 26.96030719300006, 75.84364142800007 26.96062746500007, 75.84279313400003 26.96099340600006, 75.84248323600008 26.96223446500005, 75.84144583100004 26.96271727700002, 75.83974994900007 26.96355125600007, 75.83918969800004 26.96382694400006, 75.83788179000004 26.96369854500006, 75.83627765300008 26.96358550800005, 75.83373798300005 26.96334862100002, 75.83346022600006 26.96326289000007, 75.83343998700008 26.96357614100003, 75.83390569900007 26.96561942100004, 75.83445358200004 26.96861792600004, 75.83535853600006 26.97317575500006, 75.83637141800006 26.97809637500006, 75.83682810000005 26.98093387400007, 75.83768510000004 26.98507468100007, 75.83851670800004 26.98983482200003, 75.83908641100004 26.99289160700005, 75.83926980500007 26.99389990900005, 75.83951617500003 26.99506541900007, 75.83957182300003 26.99551654600003, 75.83979368000007 26.99594112800003, 75.84001598000003 26.99642533300005, 75.84108656700005 26.99717705500007, 75.84186116700005 26.99776443600007, 75.84235818200005 26.99810644700005, 75.84303257200008 26.99864331100002, 75.84370696800005 26.99918017200002, 75.84421382200003 26.99956470800004, 75.84451021500007 26.99978014300007, 75.84489234700004 27.00001635800004, 75.84548440600008 27.00034927000007, 75.84678825600008 27.00112936000005, 75.84769549300006 27.00164350600005, 75.84865529200005 27.00219140100006, 75.84952929700006 27.00270999500003, 75.85031740700003 27.00318651000003, 75.85088874800005 27.00328953500008, 75.85270285000007 27.00362780700004, 75.85429282300004 27.00387797300004, 75.85529285200005 27.00408059800003, 75.85632131600005 27.00427026400007, 75.85707819300006 27.00438491400007, 75.85723473700006 27.00433711200003, 75.85807765000004 27.00388478200006, 75.85928063700004 27.00326415000006, 75.86040307600007 27.00268233000003, 75.86102347900004 27.00235911300007, 75.86142054800007 27.00205429400006, 75.86246413100008 27.00111092300006, 75.86274725000004 27.00082809400004, 75.86353645000008 27.00019718200008, 75.86456589800008 26.99927517800006, 75.86499495700008 26.99880405200003, 75.86518906800006 26.99869638400003, 75.86572460700006 26.99847162500004, 75.86691430800005 26.99799155800002, 75.86749735000006 26.99776224000004, 75.86785280800007 26.99761524500008, 75.86811396400003 26.99757104500003, 75.86892648100007 26.99750641000003, 75.86986234600005 26.99740693600006, 75.87054174300005 26.99734311400005, 75.87152029400005 26.99723058900003, 75.87264596000006 26.99708307300006, 75.87349138900004 26.99697135900004, 75.87396169400006 26.99692159300002, 75.87473128200008 26.99684015400004, 75.87549529200004 26.99665227100007, 75.87655805200006 26.99636456800005, 75.87734562800006 26.99615097400005, 75.87730075800005 26.99588293500005, 75.87708123700008 26.99516452800003, 75.87696429500005 26.99418568200002, 75.87682777700007 26.99313455400005, 75.87670575600004 26.99211314900003, 75.87670664700005 26.99161483700004, 75.87691169000004 26.98985458500005, 75.87702215000007 26.98877210600006, 75.87715733300007 26.98781298500006, 75.87715855400006 26.98735726200005, 75.87698698600008 26.98668966300005, 75.87713210700008 26.98639914700004, 75.87731050300005 26.98610842300008, 75.87723734800005 26.98587037200008, 75.87722605700003 26.98564045600006, 75.87722529800004 26.98554250300003, 75.87731027000007 26.98546531100004, 75.87744793000007 26.98543890100007, 75.87760463800004 26.98541663000003, 75.87768452600005 26.98529688000008, 75.87764497600006 26.98510121000004, 75.87743257500006 26.98468514800004, 75.87734902100004 26.98433217000007, 75.87727441300007 26.98390673200004, 75.87715745200006 26.98353692500007, 75.87684803500008 26.98287018300005, 75.87651805900003 26.98200339400006, 75.87638974800007 26.98139515200006, 75.87634901400008 26.98104616400008, 75.87641216600008 26.98060709200007, 75.87655140600003 26.98017180600004, 75.87662155300006 26.98002230300006, 75.87701589500006 26.97938099700008, 75.87714212600008 26.97910763200002, 75.87731555900007 26.97817808500002, 75.87741326700007 26.97790489900007, 75.87762838800006 26.97744784400004, 75.87788061100008 26.97687130500003, 75.87795689100005 26.97628734200003, 75.87787139300008 26.97568309300004, 75.87773166100004 26.97482789800006, 75.87758912600003 26.97422400300007, 75.87745398700008 26.97396078500003, 75.87719463900004 26.97361741700007, 75.87682999500004 26.97318100500007, 75.87678975900008 26.97289590000003, 75.87702897000008 26.97248128700005, 75.87706531300006 26.97226385000005, 75.87684191500006 26.97165193800004, 75.87660099200008 26.97123179300007, 75.87633333800005 26.97042850000003, 75.87628788900008 26.97008380000005, 75.87628020100004 26.96970479400005, 75.87638219700005 26.96937195500004, 75.87680921600008 26.96865804200007, 75.87693599700003 26.96845707900007, 75.87707617800004 26.96814529700004, 75.87717856600005 26.96786356400003, 75.87722051800006 26.96775682800006, 75.87730547700005 26.96767963600007, 75.87746169800005 26.96759774200007, 75.87773664400004 26.96750233100005, 75.87789296400007 26.96743321400004, 75.87807684300003 26.96724041200002, 75.87815024800005 26.96689923300005, 75.87853489300005 26.96562764400005, 75.87878048100004 26.96481263900006, 75.87901656200006 26.96399769100003, 75.87915223500005 26.96310670800005, 75.87921669000008 26.96283798600007, 75.87928114600004 26.96256926500007, 75.87944009300008 26.96222755000002, 75.87975419200006 26.96166765800007, 75.88000003000008 26.96088672000008, 75.88006401800004 26.96055837400007, 75.88014440200004 26.95989346300007, 75.88013778200008 26.95904169700003, 75.88012387500004 26.95847533100005, 75.88021498800003 26.95796793800002, 75.88036565500005 26.95744526500005, 75.88071954000003 26.95623159600007, 75.88074756500004 26.95548940200007, 75.88070615600003 26.95446959600002))",Jaipur
